smiles,logP,qed,SAS
NC(=O)CCOc1ccc(NC(=O)C[C@H]2CCc3ccccc32)cc1,2.9994,0.805668066284,2.4591139224806167
COc1cc(C)ccc1OCC(=O)Nc1nnc(C)s1,2.1810400000000003,0.917216910918,1.9120490371496803
CC(=O)c1c(O)cccc1COc1ccccc1,3.1738,0.825498390511,1.810419950878794
CCn1cc(S(=O)(=O)N2CCCCC[C@@H]2c2cc(-c3ccc(F)cc3)no2)cn1,4.0031,0.603371327782,3.0015702167223264
COC(=O)[C@](NC(=O)c1cccc(Cl)c1)(Nc1ccc(Br)c[nH+]1)C(F)(F)F,3.1901,0.515070001613,3.788624607046106
Cc1[nH]c2ccc(C(=O)Nc3cc(C(C)(C)C)nn3-c3ncccn3)cc2c1C,4.31024,0.524623808578,2.5228512463075496
Cc1noc(C)c1C[C@H](C)C(=O)N[C@@H](C)C1CCCCC1,3.55504,0.880927541311,3.1663215911580678
CCn1cc(C(=O)N[C@H]2CC(=O)N(C)C2)c(C(C)C)n1,0.9869,0.905427325234,3.1003880970800277
COc1cccc(-c2cncc3ccccc23)c1C(=O)N(C(C)C)C(C)C,5.1694,0.60464048334,2.3940342695303283
COc1ccc([C@@H](C)NC(=O)Cc2cccc3ccccc23)cc1,4.2683,0.731482566718,2.121840891631784
O=C1C[C@H](c2nc(-c3cccnc3)no2)CN1c1cccc(Cl)c1,3.3055,0.718284169172,2.6889268639203667
C[C@H]1CCCN(c2ccc(C(=O)Nc3ccc(N4CCOCC4)cc3)cc2[N+](=O)[O-])C1,3.92,0.558887789526,2.616748866138005
C=CCN(C(=O)C/C=C/c1ccc(C)cc1)[C@@H]1CCS(=O)(=O)C1,2.60002,0.749990615945,3.0798572669701163
O=C(CSc1nnc(-c2cccc([N+](=O)[O-])c2)o1)Nc1nncs1,2.2271,0.397216718992,2.4651558809130965
CN(CCc1ccc(F)cc1)c1cc(Br)cc(F)c1C(N)=O,3.5051,0.857208289245,2.310321049494448
COc1ccccc1NC(=O)CSc1ccc(-c2ccccc2OC)nn1,3.8916,0.6056206254300001,2.0069798079918666
Cc1occc1C(=O)/C(C#N)=C\c1cccc(C(F)(F)F)c1,4.3967,0.459245476419,2.477264126417527
COc1ccc2c(c1)N(C(=O)CCSc1ccccn1)C[C@@H](C)O2,3.3865,0.763182586589,2.8638823632036914
CC[C@@H](NC(=O)[C@H](C)n1cccn1)c1ccc(C)c(F)c1,3.15912,0.905928017632,3.0063794160917547
CCC[C@]1(C(=O)N[C@@H]2CONC2=O)CC[NH2+]C1,-1.7138,0.582060686386,4.9887469729908585
O=C(c1cc2cc([N+](=O)[O-])ccc2oc1=O)N1CCN(Cc2ccccc2)CC1,2.6592,0.38261650346,2.1188063487686755
CCn1c(CC2CC[NH2+]CC2)nn(CCO)c1=O,-1.4271,0.716650076078,3.859960222372005
C=CCn1c(S[C@H](C)C(=O)N2CCC(C)CC2)nnc1-c1ccc(Cl)cc1,4.5236,0.501178083184,2.7454974538100116
CCO[C@H]1C(=O)O[C@H]([C@@H](O)CO)C1=O,-1.7608,0.441573893526,4.085910843954972
Cc1ccc(-c2nnc(C[NH+](CCO)[C@H]3CCc4ccccc43)o2)cc1,2.1097200000000003,0.717526247535,3.930487866443922
Cc1cc(-n2c(C)cc(C[NH2+][C@H](C)c3ccc(F)c(F)c3)c2C)no1,3.49336,0.751491742948,3.7457349091026906
C[C@@H](NC(=O)Nc1ccn(-c2ncccc2Cl)n1)[C@@H]1CCCO1,2.6097,0.89693684669,3.296797873914346
COc1cc(S(=O)(=O)N2CCN=C2Cc2ccccc2)ccc1Cl,2.9941,0.8106405219380001,2.343666740641602
COc1ccc(OC)c(/C=C2\Oc3cc(OC(=O)c4ccncc4)cc(C)c3C2=O)c1,4.24262,0.334645107313,2.5187872700359626
COc1ccc([C@@H](NC(=O)Nc2cc(C)ccc2Cl)C2CCOCC2)cc1,4.94642,0.729271417168,2.596966695095043
C[C@H](Cc1cccs1)N(C)C[C@@H]1CCCC[C@@H]1[NH3+],2.4116,0.872582240167,4.0541989433962415
C[C@H]([NH3+])c1nc2cc(C(F)(F)F)ccc2n1C,1.895,0.822746694933,3.315049652759916
COc1cccc(CN2CCc3nnc(CCc4ccccc4)n3CC2)c1,3.1302,0.666729068135,2.110015384914945
O=C(N[C@H]1CCS(=O)(=O)C1)C1CC[NH2+]CC1,-1.7369,0.645282287439,4.149956161652306
COCC[C@H](C)C(=O)N[C@@H](C)COC,0.8101,0.676564526326,2.936499204493167
Cc1cc(N(C)C)ccc1NC(=O)c1ccc(CN2CC[NH+](C)CC2)cc1,1.64362,0.851286712177,2.8988038970606933
C[C@H](CNC(=O)[C@H]1CC[NH2+][C@@H]1C)C[NH+]1CCCC1,-1.6108,0.576685415767,5.948811613079501
CN(C)c1ccc([C@H](CNC(=O)C(=O)Nc2ccccc2C#N)N2CC[NH+](C)CC2)cc1,0.25058,0.579668574681,3.623964813315296
CCOc1ncnc(S(=O)(=O)CC)c1N,0.2511,0.7642182058920001,2.7919688880346865
CC[C@@H](NC(=O)N(C)Cc1ccc(-c2ccccc2)cc1)c1ccncc1,5.0413,0.642431970663,2.4643846540591543
O=C(Nc1ccc(-c2nc3ccccc3o2)cc1)[C@H]1CCCN1S(=O)(=O)c1ccc(F)cc1,4.4257,0.450695310807,2.5862446831190984
CC[C@@H](C)CNc1nc2ccc(Cl)cc2s1,4.4077,0.8370705890960001,2.5887992385753837
Cc1cc(C)c2nc(N3CCN(C(=O)[C@@H]4CCCCN4S(C)(=O)=O)CC3)sc2c1,2.37584,0.7390813458550001,2.906325257397849
CCc1nnc(-c2cc3ccccc3n2CC(=O)NC(C)(C)C)o1,3.1684,0.787717875033,2.4218332632322688
CCc1ccc(NC(=O)c2nn(-c3ccc(CC)cc3)ccc2=O)cc1,3.6096,0.747260890037,2.0225706537048254
Cc1ccc(C(=O)N[C@H]2CCC[NH2+][C@H]2C)cc1F,0.97822,0.819948370952,3.817035624834524
C[C@H](OC(=O)c1nc(C2CC2)n2ccccc12)c1cnc2ccccc2c1,4.6779,0.475726971082,2.949809506130162
CCCCOc1ccccc1C[C@@H]([NH3+])C(=O)[O-],-0.2316,0.6876210109469999,3.3599617967861013
CCC[C@@H]1CN(C(=O)C(=O)Nc2ccc(C)nc2Cl)CCO1,2.00942,0.6847982187880001,2.9673043600102766
C[C@H]1C(=O)N(c2ccc3c(c2)CCC3)CCN1C(=O)c1ccc(Cl)c(Cl)c1,4.3596,0.716369015027,2.731354336401104
COC(=O)C1(NC(=O)[C@H]2C[C@H]2c2c(F)cccc2F)CCSCC1,2.6233,0.841265298169,3.536271418446864
N#CC1(NC(=O)COc2cccc(Cl)c2)CCCC1,2.67138,0.917283254473,2.194072020447594
COC1CC[NH+](CCNc2nccn(C)c2=O)CC1,-1.1141,0.747303850253,3.968277148652722
C=CCN(Cc1cccc([N+](=O)[O-])c1)C(=O)Nc1cc(OC)ccc1Cl,4.4769,0.419976941352,2.20400448946366
Cc1cc(Cl)ccc1OCC(=O)N/N=C/c1ccccn1,2.57252,0.680287857985,2.075582081970632
O=C1NC(=S)NC(=O)C1=CNc1ccc([N+](=O)[O-])cc1O,0.1271,0.159707353629,2.70393268925808
Cc1c(C(=O)N2CCOCC2)oc2c1-c1nn(CC(=O)NCc3ccco3)cc1CC2,1.93192,0.675384645222,2.84526062667932
CCc1ccc(CNC(=O)c2ccc(-c3nccnc3N3CCCCC3)cc2)cc1,4.6263,0.6265585492769999,2.085945711059868
COc1ccc([C@H]2C[C@@H](C(F)(F)F)n3nc(C(=O)NC4CCCCC4)cc3N2)cc1OC,4.6231,0.661591299118,3.6333804027770085
CCCc1cc(C(=O)NNC(=O)c2cccc(Br)c2)[nH]n1,2.1995,0.7405086297779999,2.3309583531570706
O=[N+]([O-])c1c(Nc2ccc(F)c(F)c2)ncnc1Oc1cccc2cccnc12,4.7471,0.367228561855,2.418070111511957
CC(C)(C)n1ncc2c1CCC[C@H]2NC(=O)CSc1nc2ccccc2o1,4.0652,0.661483078099,3.0874100517384004
Cc1ccc([C@@H](C)NC(=O)N[C@@H](CCO)c2cccs2)cc1,3.54042,0.744714108682,2.8608215212899117
CCN(CC)S(=O)(=O)c1ccc2nc(-c3ccncc3)cc(C(=O)[O-])c2c1,1.6908,0.645769882849,2.596313654145714
CCCN(CC)c1cc[nH+]c(C(=O)[O-])c1,0.1005,0.707767716171,4.106739122556262
Cc1ccccc1N1C(=O)C[C@H]([NH+](C2CCCCC2)C2CCCCC2)C1=O,3.17722,0.8165930852750001,3.8319337664851916
CS(=O)(=O)[C@H]1O[C@H]1c1ccc(Cl)cc1Cl,2.4354,0.772831169205,3.421216009954218
C[C@H](CSc1ccc(C(=O)N(C)C)cn1)C(=O)[O-],0.2615,0.73266703389,3.2786204199881963
CCOC(=O)[C@H]1C=C(C#N)O[C@@H](c2ccc(C)cc2)C1,3.0432,0.783751648757,3.5271606096186625
CCC[NH2+]C1CCC(O)(Cc2nc(C)cs2)CC1,1.64112,0.86081466371,4.052006376218158
O=C1c2ccccc2N[C@H](CSC2=NC=NC3=NC=N[C@@H]32)N1c1ccc(Cl)cc1,3.721,0.7946913386869999,4.110498695024469
CCc1nc2ccccc2c(C(=O)NCc2ccc(OC)c(C(=O)OC)c2)c1C,3.83082,0.625191236069,2.147468340324643
Cc1nn(-c2nncc(-c3ccc(Cl)cc3)n2)c2c1[C@H](c1ccccc1)CC(=O)N2,4.16022,0.520607325866,3.16993784636312
CC(C)NC(=O)Nc1cccc(C(=O)N(C)Cc2nnc(C3CC3)n2C)c1,2.4946,0.816205452369,2.3614725314845906
Cc1nnccc1C(=O)N[C@H](C)c1ccc(Cl)s1,2.99092,0.931306706697,2.9173523430651187
O=C(NCCCc1nc(-c2ccc(Br)o2)no1)C1CC1,2.5509,0.8160144198989999,2.3626210585493315
CCOc1cccc(NC(=O)CCc2ccc(N)cc2)c1,3.2388,0.7876469123459999,1.6585520819706314
COc1ccc(/C=C2/SC(=O)N(CC(=O)Nc3ccc(F)cc3)C2=O)cc1OC,3.5179,0.70901292722,2.0398854343417376
CC(C)N(C)C(=O)[C@H]1CSCN1C(=O)/C=C/SCc1ccco1,2.7948,0.730904619958,3.6656014977393467
CCC1(CC)[C@@H](NC(=O)Nc2ccc(C(=O)NC)cc2)[C@H](C)[C@@H]1OC,3.0074,0.7321772116609999,3.620229776205405
Cc1ccc2ncc(C(=O)Nc3ncccc3OCc3ccncc3)n2c1,3.26402,0.58165899991,2.4269982111077386
N#Cc1ccnc(N2CCC([NH2+]C[C@@H]3CCCO3)CC2)c1,0.6644800000000001,0.899339408544,3.868739991599667
O=C(Cn1nnn(-c2cccs2)c1=O)OC1CCCCC1,1.3664,0.8056008937010001,2.6594297490576424
COc1cccc(COc2ccc(OC)cc2CCl)c1,4.0216,0.725739701777,1.7747886698853639
CC[C@H](NC(=O)NCc1c(C)noc1C)c1ccc(OC)cc1,3.25054,0.843359168866,2.5712750554316544
CCc1c(C(=O)Nc2ccc3c(c2)NC(=O)CS3)[nH]c(C)c1C(C)=O,3.3846199999999995,0.7174040059739999,2.6027856843371784
CSc1ccc(/C=c2\sc3ncnn3c2=O)cc1,1.4206,0.670538041677,2.4905308106072996
COc1ccc(C(=O)/C=C(\C)Nc2ccc(F)cc2F)cc1,4.172,0.6392706496980001,1.9967132689143727
O=C(C=C1CCSCC1)N[C@@H]1CCC[C@H]1Cc1ccccc1,3.9674,0.8225512208210001,3.454757993899189
C[C@@H](Sc1nc(/C=C/c2cccs2)n[nH]1)C(=O)N1CCOCC1,2.376,0.839031406077,3.3937055304603563
Cc1cccc(C(=O)N[C@@H](C(=O)N2CCC[C@@H](C)C2)C(C)C)c1,3.00792,0.918305854719,2.6372812904977607
COC(=O)[C@@H](C)Sc1nnc(Nc2cccc(Br)c2)s1,3.6978,0.618511644336,2.696096888288817
Cc1cnc(C(=O)Nc2ccc(N(C)C3CC[NH+](C)CC3)cc2)cn1,1.15062,0.8876086519419999,3.3100109328180287
CC(=O)Nc1nc2ccc(NC(=O)NCc3ccccc3)cc2s1,3.5764,0.662075821299,1.8780187571672755
C=CCN1C(=O)/C(=C/c2ccccc2F)S/C1=N\S(=O)(=O)c1cccs1,3.7344,0.542446475661,2.6830887096954843
CC[C@H]1CC(=O)N(Cc2ccccc2C#CCCO)C1,2.1790000000000003,0.8554081519560001,2.9658739270395404
COc1ccc(F)cc1C(=O)Nc1nccs1,2.5431,0.911192738757,1.865948312609788
CC[C@@H](CC(=O)NC1(C(=O)OC)CCSCC1)c1ccccc1,3.1253,0.8009812455609999,3.0274241456683395
Cc1ccc(C)c(-n2c(SCCCCCO)nc3ccccc3c2=O)c1,4.25724,0.369017613332,2.1183055809397526
CC[C@@H](C)[C@@H]([NH3+])c1ccc(Cl)s1,2.7306,0.7806285635369999,4.0442834910196765
COc1cccc([C@@H](C)[NH2+]CCOc2ncccc2Cl)c1,2.447,0.7990748303440001,3.4582728451976816
CC[C@@H]1CCCCN1C(=O)NC1CCN(C(=O)OC(C)(C)C)CC1,3.36,0.823101572856,2.673980630154132
CCOc1cccc(NC(=O)NCc2ccc(N3CCSCC3)cc2)c1,3.9602,0.779269837941,2.052870785010219
Cc1cccc(NC(=O)CN2CCN(c3ccc4c(c3)OCCO4)C2=O)n1,2.04192,0.897040869424,2.3886366127255965
C=C(C)C(=O)N[C@H](C)c1nc2ccccc2n1CCC(=O)N1CCCCCC1,3.5823,0.757525043045,2.7698667986394714
CCOC[C@H]1CC[NH+](Cc2ccc(-c3nc4ccccc4s3)o2)C1,2.9976,0.740130387788,4.186773826234576
CCOC(=O)[C@]1(Cc2cccc(Cl)c2)CCCN(C(=O)c2ccnn2C)C1,3.1017,0.72760148517,2.964957170409201
Cc1ccc([N+](=O)[O-])cc1NC(=O)C(=O)N1CC[C@H]([NH+]2CCCC2)C1,0.12132,0.473266997774,3.9944283730300674
CCOCCCNC(=O)N[C@@H]1CCC[C@@H](CC)C1,2.681,0.6852256065860001,2.8548050365992315
O=C(Cc1cccc(F)c1F)Nc1cccc(Br)n1,3.3035,0.86380775987,2.1544921946130504
COc1ccccc1NC(=O)[C@@H]1CCCN(C(=O)Nc2cccs2)C1,3.6393,0.852565842501,2.552227384019078
C[C@H]1CCC[C@](C#N)([C@]2(O)CCCCC2(C)C)C1,4.0377800000000015,0.734387437105,4.221271489337696
O=C(NCc1ccc([N+]2=CCCC2)cc1)NC1(c2ccc(Cl)cc2)CC1,4.3371,0.725853331427,2.9715864125405838
CCCC(=O)N[C@@H]1CCC[NH+](Cc2ncccc2C)C1,0.85362,0.850648366707,4.214481257391943
O=C(NCc1cccs1)C1(c2cccc(Cl)c2)CCC1,4.1396,0.86883167301,2.1765408966060136
C[C@H]1CCC[C@H](NC(=O)[C@@H](C)Sc2ncn[nH]2)[C@@H]1C,2.2262,0.832942644507,3.5973139422713416
COc1ccc([C@@H]([NH2+]Cc2ccc(Cl)nc2)c2ccc(F)cc2)cc1,3.7357,0.662921755779,3.2708600763267714
COc1cc(NC(=O)[C@H](C)Sc2ccccc2Cl)cc(OC)c1,4.4765,0.745687947907,2.385578661200885
CCN1CCC(=NNC(=O)c2ccccc2)CC1,1.8881,0.8316045550069999,2.039718680429786
CCCOc1ccc(Br)cc1C[NH+]1CCC([C@@H](C)O)CC1,2.4136,0.820134552689,4.05715998991737
Cc1cc2n(C[C@H](O)CO[C@H](c3ccccc3)c3ccccc3C)c(=O)c3ccccc3n2n1,4.43314,0.378783851818,3.2947967072781847
CCc1ncc(CN(C)C(=O)Nc2c(C)ccc([N+](=O)[O-])c2C)s1,3.89444,0.634052109306,2.657179312865757
c1ccc2nc(NCCCc3nc4ccccc4[nH]3)cnc2c1,3.5508,0.540120423267,2.159337097388549
Cc1c([C@H](C)[NH2+]Cc2cccn2C)cnn1C,0.8916200000000001,0.849548171797,4.051689129028328
CC(=O)N[C@@H](C(=O)NC1COC1)C(C)C,-0.3379,0.696737142825,2.656179384989548
O=C(Nc1ccccc1F)c1cc2ccccc2c2cccnc12,4.7794,0.516952569793,1.852203793001008
Cc1ccccc1N1C(=O)/C(=C/c2cccn2-c2cccc([N+](=O)[O-])c2)C([O-])=NC1=S,3.16782,0.26928944727,3.0011222712416554
COCCN1C[C@H](C(=O)N(Cc2cccc(Cl)c2)C(C)C)CC1=O,2.5719,0.755728173443,2.7181561546296567
COc1ccc(NC(=O)N2CCN(C(=O)Cc3csc4ccccc34)CC2)cc1OC,3.8373,0.635303050969,2.185108716566962
C#CCN(C[C@H]1CCCO1)C(=O)N[C@@H](C)c1cccc([N+](=O)[O-])c1,2.4796,0.492476858019,3.2788404195949687
Cc1cccc(C2=CCN(C(=O)Nc3ccc(C(N)=O)c(Cl)c3)CC2)c1,4.06852,0.82370915523,2.234676275554284
COCCCN1C(=O)c2ccc(C(=O)Nc3nc(-c4ccc(C)cc4)cs3)cc2C1=O,4.00332,0.431749639537,2.1772970602457544
O=S(=O)(Nc1ccc(N2CCCS2(=O)=O)cc1)c1ccc(F)c(Cl)c1,2.8198,0.843147306013,2.2796425405244687
O=C1/C(=C/c2ccccc2)Oc2c1ccc1c2CN(Cc2cccs2)CO1,4.7164,0.593809277845,2.6343519233764834
CC[C@@H](C)[C@@H](NC(=O)c1cccc(F)c1)C(=O)N=c1[nH]c2ccccc2[nH]1,2.9071,0.640847266475,3.32425822545796
Cc1c(F)cc(N)cc1S(=O)(=O)N[C@@H](C)C1CC1,1.79312,0.826650065747,2.8718939469931066
Cc1ccc(Cn2ncc3c(N)ncnc32)cc1,1.76522,0.744928232157,2.06572282244162
CCOC(=O)C(C)(C)c1nc(-c2ccccc2)no1,2.5773,0.788487273751,2.2664553295912806
CCOC(=O)c1sc(/C=C/c2nc3c(s2)CCC3)nc1C,3.74382,0.78198150305,2.8676859281244784
C[C@@H]1CC[C@@H]([NH2+]C2CCC(NS(C)(=O)=O)CC2)c2ccccc21,2.0488,0.887206747502,4.147964232171473
CN(C)S(=O)(=O)c1ccc(C(=O)N(C(=O)N2CCCCC2)c2ccccc2)cc1,3.1896,0.757064308207,2.20013842579473
CC[NH2+][C@@H](CC)c1ccccc1OCc1cccc(F)c1,3.4391,0.812182521804,3.2242336144284516
C=CCOC(=O)C1=C(C)N=C2S[C@H](C)C(=O)N2[C@H]1c1ccc(F)cc1,3.2035,0.601939797643,3.3073415353537
CCC[NH2+][C@]1(C(=O)OCC)CC[C@H](n2cc(Cl)c(C)n2)C1,1.84522,0.820542360238,4.590596657471066
Cc1cc(NC(=O)CSc2nnc3c4ccccc4n(C)c3n2)ccc1Br,4.318219999999998,0.457174590029,2.334315772027832
CCOC(=O)c1sc(NC(=O)c2ccc(-n3c(C)nc4ccccc4c3=O)cc2)cc1C,4.4930400000000015,0.435476280388,2.292380203934398
CC#CCC(=O)C1([NH+](CC)CC)CCCC1,1.2064,0.702172051834,4.452669104718962
O=C(NCCCc1ccccc1)C1CCN(C(=O)[C@@H]2CC(=O)N(c3ccccc3)C2)CC1,3.0271,0.675219616425,2.500728336888498
O=Cc1ccc(OCc2ccn(-c3cccc(F)c3)n2)cc1,3.4029,0.6642113495499999,2.124798597571374
Clc1ccccc1Cn1ccnc1,2.5848,0.7136186924950001,1.867970519239595
Cc1[nH]c(=O)c(C(=O)N2CCN(c3ccccc3)C(=O)C2)c(C)c1C,1.78916,0.912920757561,2.3442218047385173
C[C@@H](NC(=O)NC[C@H]1CCCN(c2ncccn2)C1)C1CCOCC1,1.8073,0.855043975229,3.207719021952866
O=C(NCCS(=O)(=O)c1ccccc1)N1CCC[C@@H]2CCC[C@@H]21,2.4344,0.918002779985,2.8984272445437167
Cc1ccc(-c2cc(NC(=O)C(C)C)c(=O)n(CC(=O)Nc3cccc(C)c3)n2)cc1,3.76034,0.618718991117,2.151516941527264
Cc1ccc(S(=O)(=O)N2CCN(C(=O)[C@H]3CCCC[C@@H]3C(=O)[O-])CC2)cc1C,0.6926399999999999,0.74437387278,3.2213029083404368
CCc1ccc(-c2nc(C(=O)N3CCO[C@H](CC)C3)cs2)cc1,3.6235,0.837509655945,2.642730256480604
Cc1cc(C)cc(OCC(C)(C)C[NH2+]C2CC2)c1,2.43424,0.8217039512250001,3.3643912501677384
CCOC(=O)[C@H](F)[C@@]1(O)CCC[NH+](C(C)C)CC1,0.0959,0.7254131164040001,5.186099452446017
CCn1cc(/C=C/C(=O)c2ccc3ccccc3c2)cn1,3.9523,0.515665340409,2.1320365586415018
CCC(CC)C(=O)Nc1cnn(-c2ccccc2F)c1,3.3861,0.891085647384,2.1831171690178106
O=C1O[C@H](C(=O)Nc2ccnc3ccnn23)Cc2ccccc21,1.4495,0.731510788932,2.9684529472226977
COCCn1nnnc1[C@@H](C(C)C)N1CCSCC1,1.0654,0.78948590376,3.232175091366954
O=C(NCCNS(=O)(=O)c1cccc(Cl)c1F)c1cccnc1,1.5824,0.775125126686,2.1113270325892195
Cc1ccc(CNC(=O)NCc2nnc3n2CCC3)s1,1.59362,0.906335518166,2.4679433815983347
C/C=C/C[C@]1(C(=O)[O-])CCN(C(=O)OC(C)(C)C)C1,1.3297,0.7320361492890001,3.612120014443876
O=C(N[C@@H](CO)c1ccco1)c1cc(Cl)ccc1OC1CCCC1,3.7178,0.809840923461,2.7745847043408163
Cc1cc(N(C)C)ccc1NC(=O)c1c[nH]c2nccc(Cl)c12,3.84302,0.7433601726960001,2.381573667204604
CCOC(=O)c1cccc(NC(=O)c2cn[nH]c2C)c1,2.14712,0.838794932463,1.926293267918908
CCC(CC)[S@](=O)CCC(=O)[O-],0.0637,0.612832192332,4.391498230342084
COCc1ccc(C(=O)N(C)Cc2ccc(Cl)s2)cc1,3.8201,0.814100560616,1.991891894292536
O=C(CCc1nc2ccccc2c(=O)[nH]1)Nc1cc(Cl)c(Cl)cc1Cl,4.4546,0.6119463632159999,2.174543324088731
CC[C@@H](C)NC(=O)c1ccc2c(c1)CCCN2S(C)(=O)=O,1.9271,0.929199940883,2.5472284727280474
COc1ccc(C)cc1-n1nnnc1SCC(=O)Nc1cc(C)cc(C)c1,3.32696,0.645846701396,2.167714220947333
